ship,line,url
Amatsukaze,Returning_From_Sortie,http://203.104.209.71/kcs/sound/kcfdpybckruodj/193644.mp3?VERSION=1
Amatsukaze,Looking_At_Scores,http://203.104.209.71/kcs/sound/kcfdpybckruodj/169618.mp3?VERSION=1
Amatsukaze,Equipment_1,http://203.104.209.71/kcs/sound/kcfdpybckruodj/178532.mp3?VERSION=1
Amatsukaze,Equipment_2,http://203.104.209.71/kcs/sound/kcfdpybckruodj/101793.mp3?VERSION=1
Amatsukaze,Docking_Minor,http://203.104.209.71/kcs/sound/kcfdpybckruodj/147333.mp3?VERSION=1
Amatsukaze,Docking_Major,http://203.104.209.71/kcs/sound/kcfdpybckruodj/114796.mp3?VERSION=1
Amatsukaze,Joining_A_Fleet,http://203.104.209.71/kcs/sound/kcfdpybckruodj/135315.mp3?VERSION=1
Amatsukaze,Starting_A_Sortie,http://203.104.209.71/kcs/sound/kcfdpybckruodj/164569.mp3?VERSION=1
Amatsukaze,Battle_Start,http://203.104.209.71/kcs/sound/kcfdpybckruodj/179079.mp3?VERSION=1
Amatsukaze,Attack,http://203.104.209.71/kcs/sound/kcfdpybckruodj/101246.mp3?VERSION=1
Amatsukaze,Night_Attack,http://203.104.209.71/kcs/sound/kcfdpybckruodj/168623.mp3?VERSION=1
Amatsukaze,Night_Battle,http://203.104.209.71/kcs/sound/kcfdpybckruodj/115950.mp3?VERSION=1
Amatsukaze,Minor_Damage_1,http://203.104.209.71/kcs/sound/kcfdpybckruodj/191903.mp3?VERSION=1
Amatsukaze,Minor_Damage_2,http://203.104.209.71/kcs/sound/kcfdpybckruodj/115557.mp3?VERSION=1
Amatsukaze,Major_Damage,http://203.104.209.71/kcs/sound/kcfdpybckruodj/186665.mp3?VERSION=1
Amatsukaze,Sunk,http://203.104.209.71/kcs/sound/kcfdpybckruodj/166310.mp3?VERSION=1
Amatsukaze,MVP,http://203.104.209.71/kcs/sound/kcfdpybckruodj/140926.mp3?VERSION=1
Amatsukaze,Wedding,http://203.104.209.71/kcs/sound/kcfdpybckruodj/175204.mp3?VERSION=1
Amatsukaze,Library,http://203.104.209.71/kcs/sound/kcfdpybckruodj/128172.mp3?VERSION=1
Amatsukaze,Equipment_3,http://203.104.209.71/kcs/sound/kcfdpybckruodj/138245.mp3?VERSION=1
Amatsukaze,Supply,http://203.104.209.71/kcs/sound/kcfdpybckruodj/134748.mp3?VERSION=1
Amatsukaze,Secretary_Married,http://203.104.209.71/kcs/sound/kcfdpybckruodj/112672.mp3?VERSION=1
Amatsukaze,Idle,http://203.104.209.71/kcs/sound/kcfdpybckruodj/111866.mp3?VERSION=1
Amatsukaze,Hourly 00,http://203.104.209.71/kcs/sound/kcfdpybckruodj/150825.mp3?VERSION=1
Amatsukaze,Hourly 01,http://203.104.209.71/kcs/sound/kcfdpybckruodj/177159.mp3?VERSION=1
Amatsukaze,Hourly 02,http://203.104.209.71/kcs/sound/kcfdpybckruodj/134171.mp3?VERSION=1
Amatsukaze,Hourly 03,http://203.104.209.71/kcs/sound/kcfdpybckruodj/127958.mp3?VERSION=1
Amatsukaze,Hourly 04,http://203.104.209.71/kcs/sound/kcfdpybckruodj/110135.mp3?VERSION=1
Amatsukaze,Hourly 05,http://203.104.209.71/kcs/sound/kcfdpybckruodj/168454.mp3?VERSION=1
Amatsukaze,Hourly 06,http://203.104.209.71/kcs/sound/kcfdpybckruodj/144020.mp3?VERSION=1
Amatsukaze,Hourly 07,http://203.104.209.71/kcs/sound/kcfdpybckruodj/192087.mp3?VERSION=1
Amatsukaze,Hourly 08,http://203.104.209.71/kcs/sound/kcfdpybckruodj/195758.mp3?VERSION=1
Amatsukaze,Hourly 09,http://203.104.209.71/kcs/sound/kcfdpybckruodj/149840.mp3?VERSION=1
Amatsukaze,Hourly 10,http://203.104.209.71/kcs/sound/kcfdpybckruodj/141115.mp3?VERSION=1
Amatsukaze,Hourly 11,http://203.104.209.71/kcs/sound/kcfdpybckruodj/179696.mp3?VERSION=1
Amatsukaze,Hourly 12,http://203.104.209.71/kcs/sound/kcfdpybckruodj/142105.mp3?VERSION=1
Amatsukaze,Hourly 13,http://203.104.209.71/kcs/sound/kcfdpybckruodj/118278.mp3?VERSION=1
Amatsukaze,Hourly 14,http://203.104.209.71/kcs/sound/kcfdpybckruodj/131644.mp3?VERSION=1
Amatsukaze,Hourly 15,http://203.104.209.71/kcs/sound/kcfdpybckruodj/175980.mp3?VERSION=1
Amatsukaze,Hourly 16,http://203.104.209.71/kcs/sound/kcfdpybckruodj/184327.mp3?VERSION=1
Amatsukaze,Hourly 17,http://203.104.209.71/kcs/sound/kcfdpybckruodj/157386.mp3?VERSION=1
Amatsukaze,Hourly 18,http://203.104.209.71/kcs/sound/kcfdpybckruodj/195937.mp3?VERSION=1
Amatsukaze,Hourly 19,http://203.104.209.71/kcs/sound/kcfdpybckruodj/154894.mp3?VERSION=1
Amatsukaze,Hourly 20,http://203.104.209.71/kcs/sound/kcfdpybckruodj/164002.mp3?VERSION=1
Amatsukaze,Hourly 21,http://203.104.209.71/kcs/sound/kcfdpybckruodj/139210.mp3?VERSION=1
Amatsukaze,Hourly 22,http://203.104.209.71/kcs/sound/kcfdpybckruodj/147343.mp3?VERSION=1
Amatsukaze,Hourly 23,http://203.104.209.71/kcs/sound/kcfdpybckruodj/125048.mp3?VERSION=1
Amatsukaze Kai,Introduction,http://203.104.209.71/kcs/sound/kccpcycglgelxd/103524.mp3?VERSION=1
Amatsukaze Kai,Secretary_1,http://203.104.209.71/kcs/sound/kccpcycglgelxd/148951.mp3?VERSION=1
Amatsukaze Kai,Secretary_2,http://203.104.209.71/kcs/sound/kccpcycglgelxd/144248.mp3?VERSION=1
Amatsukaze Kai,Secretary_3,http://203.104.209.71/kcs/sound/kccpcycglgelxd/120068.mp3?VERSION=1
Amatsukaze Kai,Construction,http://203.104.209.71/kcs/sound/kccpcycglgelxd/146795.mp3?VERSION=1
Amatsukaze Kai,Docking_Complete,http://203.104.209.71/kcs/sound/kccpcycglgelxd/104718.mp3?VERSION=1
Amatsukaze Kai,Returning_From_Sortie,http://203.104.209.71/kcs/sound/kccpcycglgelxd/182816.mp3?VERSION=1
Amatsukaze Kai,Looking_At_Scores,http://203.104.209.71/kcs/sound/kccpcycglgelxd/132042.mp3?VERSION=1
Amatsukaze Kai,Equipment_1,http://203.104.209.71/kcs/sound/kccpcycglgelxd/180063.mp3?VERSION=1
Amatsukaze Kai,Equipment_2,http://203.104.209.71/kcs/sound/kccpcycglgelxd/135259.mp3?VERSION=1
Amatsukaze Kai,Docking_Minor,http://203.104.209.71/kcs/sound/kccpcycglgelxd/160749.mp3?VERSION=1
Amatsukaze Kai,Docking_Major,http://203.104.209.71/kcs/sound/kccpcycglgelxd/165512.mp3?VERSION=1
Amatsukaze Kai,Joining_A_Fleet,http://203.104.209.71/kcs/sound/kccpcycglgelxd/105285.mp3?VERSION=1
Amatsukaze Kai,Starting_A_Sortie,http://203.104.209.71/kcs/sound/kccpcycglgelxd/127060.mp3?VERSION=1
Amatsukaze Kai,Battle_Start,http://203.104.209.71/kcs/sound/kccpcycglgelxd/138274.mp3?VERSION=1
Amatsukaze Kai,Attack,http://203.104.209.71/kcs/sound/kccpcycglgelxd/177048.mp3?VERSION=1
Amatsukaze Kai,Night_Attack,http://203.104.209.71/kcs/sound/kccpcycglgelxd/196272.mp3?VERSION=1
Amatsukaze Kai,Night_Battle,http://203.104.209.71/kcs/sound/kccpcycglgelxd/145339.mp3?VERSION=1
Amatsukaze Kai,Minor_Damage_1,http://203.104.209.71/kcs/sound/kccpcycglgelxd/103335.mp3?VERSION=1
Amatsukaze Kai,Minor_Damage_2,http://203.104.209.71/kcs/sound/kccpcycglgelxd/101935.mp3?VERSION=1
Amatsukaze Kai,Major_Damage,http://203.104.209.71/kcs/sound/kccpcycglgelxd/171353.mp3?VERSION=1
Amatsukaze Kai,Sunk,http://203.104.209.71/kcs/sound/kccpcycglgelxd/107368.mp3?VERSION=1
Amatsukaze Kai,MVP,http://203.104.209.71/kcs/sound/kccpcycglgelxd/158709.mp3?VERSION=1
Amatsukaze Kai,Wedding,http://203.104.209.71/kcs/sound/kccpcycglgelxd/134254.mp3?VERSION=1
Amatsukaze Kai,Library,http://203.104.209.71/kcs/sound/kccpcycglgelxd/118861.mp3?VERSION=1
Amatsukaze Kai,Equipment_3,http://203.104.209.71/kcs/sound/kccpcycglgelxd/176786.mp3?VERSION=1
Amatsukaze Kai,Supply,http://203.104.209.71/kcs/sound/kccpcycglgelxd/125939.mp3?VERSION=1
Amatsukaze Kai,Secretary_Married,http://203.104.209.71/kcs/sound/kccpcycglgelxd/102781.mp3?VERSION=1
Amatsukaze Kai,Idle,http://203.104.209.71/kcs/sound/kccpcycglgelxd/193184.mp3?VERSION=1
Amatsukaze Kai,Hourly 00,http://203.104.209.71/kcs/sound/kccpcycglgelxd/181519.mp3?VERSION=1
Amatsukaze Kai,Hourly 01,http://203.104.209.71/kcs/sound/kccpcycglgelxd/191947.mp3?VERSION=1
Amatsukaze Kai,Hourly 02,http://203.104.209.71/kcs/sound/kccpcycglgelxd/185612.mp3?VERSION=1
Amatsukaze Kai,Hourly 03,http://203.104.209.71/kcs/sound/kccpcycglgelxd/140649.mp3?VERSION=1
Amatsukaze Kai,Hourly 04,http://203.104.209.71/kcs/sound/kccpcycglgelxd/173857.mp3?VERSION=1
Amatsukaze Kai,Hourly 05,http://203.104.209.71/kcs/sound/kccpcycglgelxd/191234.mp3?VERSION=1
Amatsukaze Kai,Hourly 06,http://203.104.209.71/kcs/sound/kccpcycglgelxd/105998.mp3?VERSION=1
Amatsukaze Kai,Hourly 07,http://203.104.209.71/kcs/sound/kccpcycglgelxd/198604.mp3?VERSION=1
Amatsukaze Kai,Hourly 08,http://203.104.209.71/kcs/sound/kccpcycglgelxd/185393.mp3?VERSION=1
Amatsukaze Kai,Hourly 09,http://203.104.209.71/kcs/sound/kccpcycglgelxd/107557.mp3?VERSION=1
Amatsukaze Kai,Hourly 10,http://203.104.209.71/kcs/sound/kccpcycglgelxd/184882.mp3?VERSION=1
Amatsukaze Kai,Hourly 11,http://203.104.209.71/kcs/sound/kccpcycglgelxd/120871.mp3?VERSION=1
Amatsukaze Kai,Hourly 12,http://203.104.209.71/kcs/sound/kccpcycglgelxd/189748.mp3?VERSION=1
Amatsukaze Kai,Hourly 13,http://203.104.209.71/kcs/sound/kccpcycglgelxd/126128.mp3?VERSION=1
Amatsukaze Kai,Hourly 14,http://203.104.209.71/kcs/sound/kccpcycglgelxd/118496.mp3?VERSION=1
Amatsukaze Kai,Hourly 15,http://203.104.209.71/kcs/sound/kccpcycglgelxd/160908.mp3?VERSION=1
Amatsukaze Kai,Hourly 16,http://203.104.209.71/kcs/sound/kccpcycglgelxd/130410.mp3?VERSION=1
Amatsukaze Kai,Hourly 17,http://203.104.209.71/kcs/sound/kccpcycglgelxd/197539.mp3?VERSION=1
Amatsukaze Kai,Hourly 18,http://203.104.209.71/kcs/sound/kccpcycglgelxd/151412.mp3?VERSION=1
Amatsukaze Kai,Hourly 19,http://203.104.209.71/kcs/sound/kccpcycglgelxd/142616.mp3?VERSION=1
Amatsukaze Kai,Hourly 20,http://203.104.209.71/kcs/sound/kccpcycglgelxd/147714.mp3?VERSION=1
Amatsukaze Kai,Hourly 21,http://203.104.209.71/kcs/sound/kccpcycglgelxd/130440.mp3?VERSION=1
Amatsukaze Kai,Hourly 22,http://203.104.209.71/kcs/sound/kccpcycglgelxd/121730.mp3?VERSION=1
Amatsukaze Kai,Hourly 23,http://203.104.209.71/kcs/sound/kccpcycglgelxd/189456.mp3?VERSION=1
Aoba,Introduction,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/184256.mp3?VERSION=4
Aoba,Secretary_1,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/131184.mp3?VERSION=4
Aoba,Secretary_2,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/114535.mp3?VERSION=4
Aoba,Secretary_3,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/130323.mp3?VERSION=4
Aoba,Construction,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/146389.mp3?VERSION=4
Aoba,Docking_Complete,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/189727.mp3?VERSION=4
Aoba,Returning_From_Sortie,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/159192.mp3?VERSION=4
Aoba,Looking_At_Scores,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/158942.mp3?VERSION=4
Aoba,Equipment_1,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/122075.mp3?VERSION=4
Aoba,Equipment_2,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/149180.mp3?VERSION=4
Aoba,Docking_Minor,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/102350.mp3?VERSION=4
Aoba,Docking_Major,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/113792.mp3?VERSION=4
Aoba,Joining_A_Fleet,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/195066.mp3?VERSION=4
Aoba,Starting_A_Sortie,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/131795.mp3?VERSION=4
Aoba,Battle_Start,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/160254.mp3?VERSION=4
Aoba,Attack,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/111001.mp3?VERSION=4
Aoba,Night_Attack,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/188123.mp3?VERSION=4
Aoba,Night_Battle,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/166961.mp3?VERSION=4
Aoba,Minor_Damage_1,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/116361.mp3?VERSION=4
Aoba,Minor_Damage_2,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/105627.mp3?VERSION=4
Aoba,Major_Damage,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/167218.mp3?VERSION=4
Aoba,Sunk,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/174626.mp3?VERSION=4
Aoba,MVP,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/180215.mp3?VERSION=4
Aoba,Wedding,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/112431.mp3?VERSION=4
Aoba,Library,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/114410.mp3?VERSION=4
Aoba,Equipment_3,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/137044.mp3?VERSION=4
Aoba,Supply,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/131559.mp3?VERSION=4
Aoba,Secretary_Married,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/121464.mp3?VERSION=4
Aoba,Idle,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/171814.mp3?VERSION=4
Aoba,Hourly 00,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/101503.mp3?VERSION=4
Aoba,Hourly 01,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/108918.mp3?VERSION=4
Aoba,Hourly 02,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/154561.mp3?VERSION=4
Aoba,Hourly 03,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/160754.mp3?VERSION=4
Aoba,Hourly 04,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/141647.mp3?VERSION=4
Aoba,Hourly 05,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/192282.mp3?VERSION=4
Aoba,Hourly 06,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/111702.mp3?VERSION=4
Aoba,Hourly 07,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/131198.mp3?VERSION=4
Aoba,Hourly 08,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/138856.mp3?VERSION=4
Aoba,Hourly 09,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/143348.mp3?VERSION=4
Aoba,Hourly 10,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/102211.mp3?VERSION=4
Aoba,Hourly 11,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/187908.mp3?VERSION=4
Aoba,Hourly 12,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/165871.mp3?VERSION=4
Aoba,Hourly 13,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/100281.mp3?VERSION=4
Aoba,Hourly 14,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/187408.mp3?VERSION=4
Aoba,Hourly 15,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/123262.mp3?VERSION=4
Aoba,Hourly 16,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/122061.mp3?VERSION=4
Aoba,Hourly 17,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/198829.mp3?VERSION=4
Aoba,Hourly 18,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/147361.mp3?VERSION=4
Aoba,Hourly 19,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/176827.mp3?VERSION=4
Aoba,Hourly 20,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/167461.mp3?VERSION=4
Aoba,Hourly 21,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/169044.mp3?VERSION=4
Aoba,Hourly 22,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/115014.mp3?VERSION=4
Aoba,Hourly 23,http://203.104.209.71/kcs/sound/kcbhyiqjjifflp/144931.mp3?VERSION=4
Aoba Kai,Introduction,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/196603.mp3?VERSION=4
Aoba Kai,Secretary_1,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/113437.mp3?VERSION=4
Aoba Kai,Secretary_2,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/133133.mp3?VERSION=4
Aoba Kai,Secretary_3,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/172718.mp3?VERSION=4
Aoba Kai,Construction,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/152157.mp3?VERSION=4
Aoba Kai,Docking_Complete,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/100274.mp3?VERSION=4
Aoba Kai,Returning_From_Sortie,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/108383.mp3?VERSION=4
Aoba Kai,Looking_At_Scores,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/180308.mp3?VERSION=4
Aoba Kai,Equipment_1,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/145681.mp3?VERSION=4
Aoba Kai,Equipment_2,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/132653.mp3?VERSION=4
Aoba Kai,Docking_Minor,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/118116.mp3?VERSION=4
Aoba Kai,Docking_Major,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/178300.mp3?VERSION=4
Aoba Kai,Joining_A_Fleet,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/160929.mp3?VERSION=4
Aoba Kai,Starting_A_Sortie,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/126081.mp3?VERSION=4
Aoba Kai,Battle_Start,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/179703.mp3?VERSION=4
Aoba Kai,Attack,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/197804.mp3?VERSION=4
Aoba Kai,Night_Attack,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/105549.mp3?VERSION=4
Aoba Kai,Night_Battle,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/164138.mp3?VERSION=4
Aoba Kai,Minor_Damage_1,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/143327.mp3?VERSION=4
Aoba Kai,Minor_Damage_2,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/196805.mp3?VERSION=4
Aoba Kai,Major_Damage,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/119951.mp3?VERSION=4
Aoba Kai,Sunk,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/190310.mp3?VERSION=4
Aoba Kai,MVP,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/179040.mp3?VERSION=4
Aoba Kai,Wedding,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/183085.mp3?VERSION=4
Aoba Kai,Library,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/119509.mp3?VERSION=4
Aoba Kai,Equipment_3,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/113456.mp3?VERSION=4
Aoba Kai,Supply,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/154309.mp3?VERSION=4
Aoba Kai,Secretary_Married,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/133037.mp3?VERSION=4
Aoba Kai,Idle,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/126600.mp3?VERSION=4
Aoba Kai,Hourly 00,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/133700.mp3?VERSION=4
Aoba Kai,Hourly 01,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/132624.mp3?VERSION=4
Aoba Kai,Hourly 02,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/161390.mp3?VERSION=4
Aoba Kai,Hourly 03,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/135026.mp3?VERSION=4
Aoba Kai,Hourly 04,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/147843.mp3?VERSION=4
Aoba Kai,Hourly 05,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/108998.mp3?VERSION=4
Aoba Kai,Hourly 06,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/184555.mp3?VERSION=4
Aoba Kai,Hourly 07,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/168913.mp3?VERSION=4
Aoba Kai,Hourly 08,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/167347.mp3?VERSION=4
Aoba Kai,Hourly 09,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/144413.mp3?VERSION=4
Aoba Kai,Hourly 10,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/148189.mp3?VERSION=4
Aoba Kai,Hourly 11,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/117818.mp3?VERSION=4
Aoba Kai,Hourly 12,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/180212.mp3?VERSION=4
Aoba Kai,Hourly 13,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/108412.mp3?VERSION=4
Aoba Kai,Hourly 14,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/162495.mp3?VERSION=4
Aoba Kai,Hourly 15,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/131452.mp3?VERSION=4
Aoba Kai,Hourly 16,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/189378.mp3?VERSION=4
Aoba Kai,Hourly 17,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/139465.mp3?VERSION=4
Aoba Kai,Hourly 18,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/150197.mp3?VERSION=4
Aoba Kai,Hourly 19,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/142203.mp3?VERSION=4
Aoba Kai,Hourly 20,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/119461.mp3?VERSION=4
Aoba Kai,Hourly 21,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/130145.mp3?VERSION=4
Aoba Kai,Hourly 22,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/104415.mp3?VERSION=4
Aoba Kai,Hourly 23,http://203.104.209.71/kcs/sound/kcudkkmzgsimgq/155097.mp3?VERSION=4
Arare,Introduction,http://203.104.209.71/kcs/sound/kcoiknslickotp/133146.mp3?VERSION=9
Arare,Secretary_1,http://203.104.209.71/kcs/sound/kcoiknslickotp/171892.mp3?VERSION=9
Arare,Secretary_2,http://203.104.209.71/kcs/sound/kcoiknslickotp/186136.mp3?VERSION=9
Arare,Secretary_3,http://203.104.209.71/kcs/sound/kcoiknslickotp/193072.mp3?VERSION=9
Arare,Construction,http://203.104.209.71/kcs/sound/kcoiknslickotp/197316.mp3?VERSION=9
Arare,Docking_Complete,http://203.104.209.71/kcs/sound/kcoiknslickotp/188616.mp3?VERSION=9
Arare,Returning_From_Sortie,http://203.104.209.71/kcs/sound/kcoiknslickotp/165377.mp3?VERSION=9
Arare,Looking_At_Scores,http://203.104.209.71/kcs/sound/kcoiknslickotp/121422.mp3?VERSION=9
Arare,Equipment_1,http://203.104.209.71/kcs/sound/kcoiknslickotp/163066.mp3?VERSION=9
Arare,Equipment_2,http://203.104.209.71/kcs/sound/kcoiknslickotp/198115.mp3?VERSION=9
Arare,Docking_Minor,http://203.104.209.71/kcs/sound/kcoiknslickotp/116485.mp3?VERSION=9
Arare,Docking_Major,http://203.104.209.71/kcs/sound/kcoiknslickotp/116989.mp3?VERSION=9
Arare,Joining_A_Fleet,http://203.104.209.71/kcs/sound/kcoiknslickotp/109804.mp3?VERSION=9
Arare,Starting_A_Sortie,http://203.104.209.71/kcs/sound/kcoiknslickotp/106757.mp3?VERSION=9
Arare,Battle_Start,http://203.104.209.71/kcs/sound/kcoiknslickotp/145818.mp3?VERSION=9
Arare,Attack,http://203.104.209.71/kcs/sound/kcoiknslickotp/116190.mp3?VERSION=9
Arare,Night_Attack,http://203.104.209.71/kcs/sound/kcoiknslickotp/140649.mp3?VERSION=9
Arare,Night_Battle,http://203.104.209.71/kcs/sound/kcoiknslickotp/196454.mp3?VERSION=9
Arare,Minor_Damage_1,http://203.104.209.71/kcs/sound/kcoiknslickotp/126359.mp3?VERSION=9
Arare,Minor_Damage_2,http://203.104.209.71/kcs/sound/kcoiknslickotp/178931.mp3?VERSION=9
Arare,Major_Damage,http://203.104.209.71/kcs/sound/kcoiknslickotp/104781.mp3?VERSION=9
Arare,Sunk,http://203.104.209.71/kcs/sound/kcoiknslickotp/145775.mp3?VERSION=9
Arare,MVP,http://203.104.209.71/kcs/sound/kcoiknslickotp/110918.mp3?VERSION=9
Arare,Wedding,http://203.104.209.71/kcs/sound/kcoiknslickotp/149432.mp3?VERSION=9
Arare,Library,http://203.104.209.71/kcs/sound/kcoiknslickotp/114572.mp3?VERSION=9
Arare,Equipment_3,http://203.104.209.71/kcs/sound/kcoiknslickotp/170798.mp3?VERSION=9
Arare,Supply,http://203.104.209.71/kcs/sound/kcoiknslickotp/188238.mp3?VERSION=9
Arare,Secretary_Married,http://203.104.209.71/kcs/sound/kcoiknslickotp/129028.mp3?VERSION=9
Arare,Idle,http://203.104.209.71/kcs/sound/kcoiknslickotp/155168.mp3?VERSION=9
Arare,Hourly 00,http://203.104.209.71/kcs/sound/kcoiknslickotp/163928.mp3?VERSION=9
Arare,Hourly 01,http://203.104.209.71/kcs/sound/kcoiknslickotp/168467.mp3?VERSION=9
Arare,Hourly 02,http://203.104.209.71/kcs/sound/kcoiknslickotp/198092.mp3?VERSION=9
Arare,Hourly 03,http://203.104.209.71/kcs/sound/kcoiknslickotp/134555.mp3?VERSION=9
Arare,Hourly 04,http://203.104.209.71/kcs/sound/kcoiknslickotp/184730.mp3?VERSION=9
Arare,Hourly 05,http://203.104.209.71/kcs/sound/kcoiknslickotp/171723.mp3?VERSION=9
Arare,Hourly 06,http://203.104.209.71/kcs/sound/kcoiknslickotp/106548.mp3?VERSION=9
Arare,Hourly 07,http://203.104.209.71/kcs/sound/kcoiknslickotp/198155.mp3?VERSION=9
Arare,Hourly 08,http://203.104.209.71/kcs/sound/kcoiknslickotp/183931.mp3?VERSION=9
Arare,Hourly 09,http://203.104.209.71/kcs/sound/kcoiknslickotp/152562.mp3?VERSION=9
